Year,Quarter,Month,Day,COUNTRY,CUSTOMER_ID,CUSTOMER_UNIQUE_KEY,Female %,Full Name,FIRST_NAME,GENDER,LAST_NAME,Male %,profit,Repeat Purchase Rate,Total Female Customers,Total Male Customers
1984,Qtr 3,August,3,n/a,21410,AW00021410,,Eric Zhang,Eric,Male,Zhang,100,1097,100,,1
1984,Qtr 3,August,3,United States,29052,AW00029052,,Ian Peterson,Ian,Male,Peterson,100,72,100,,1
1984,Qtr 3,August,4,Australia,20815,AW00020815,100,Tracy Andersen,Tracy,Female,Andersen,,1603,100,1,
1984,Qtr 3,August,5,Australia,19267,AW00019267,,Marshall Raje,Marshall,Male,Raje,100,26,100,,1
1984,Qtr 3,August,7,United States,20139,AW00020139,,Connor Wright,Connor,Male,Wright,100,44,,,1
1984,Qtr 3,August,8,Australia,17906,AW00017906,,Jonathon Vazquez,Jonathon,Male,Vazquez,100,13,,,1
1984,Qtr 3,August,8,Canada,16731,AW00016731,100,Nicole White,Nicole,Female,White,,158,100,1,
1984,Qtr 3,August,10,Australia,15035,AW00015035,,Jay Mehta,Jay,Male,Mehta,100,2524,100,,1
1984,Qtr 3,August,10,France,21098,AW00021098,,Steve Ma,Steve,Male,Ma,100,94,100,,1
1984,Qtr 3,August,10,France,24110,AW00024110,100,Kaylee Brooks,Kaylee,Female,Brooks,,911,100,1,
1984,Qtr 3,August,10,n/a,21241,AW00021241,,Carson Griffin,Carson,Male,Griffin,100,53,100,,1
1984,Qtr 3,August,10,United States,20311,AW00020311,,Cole Bell,Cole,Male,Bell,100,98,100,,1
1984,Qtr 3,August,12,Canada,27738,AW00027738,100,Kaylee Parker,Kaylee,Female,Parker,,53,100,1,
1984,Qtr 3,August,12,Germany,12500,AW00012500,100,Kathleen Vazquez,Kathleen,Female,Vazquez,,4413,100,1,
1984,Qtr 3,August,12,United Kingdom,15615,AW00015615,100,Erika Alvarez,Erika,Female,Alvarez,,44,100,1,
1984,Qtr 3,August,12,United States,22057,AW00022057,,Kyle Ross,Kyle,Male,Ross,100,91,100,,1
1984,Qtr 3,August,12,United States,28086,AW00028086,100,Bridget Anand,Bridget,Female,Anand,,104,100,1,
1984,Qtr 3,August,15,Canada,21252,AW00021252,,Luis Chen,Luis,Male,Chen,100,119,100,,1
1984,Qtr 3,August,15,France,23936,AW00023936,100,Monique Vazquez,Monique,Female,Vazquez,,124,100,1,
1984,Qtr 3,August,15,United States,13017,AW00013017,,Xavier Alexander,Xavier,Male,Alexander,100,26,100,,1
1984,Qtr 3,August,16,Australia,20995,AW00020995,,Danny Suarez,Danny,Male,Suarez,100,1609,100,,1
1984,Qtr 3,August,16,Australia,22854,AW00022854,100,Ebony Mehta,Ebony,Female,Mehta,,4035,100,1,
1984,Qtr 3,August,16,United Kingdom,20872,AW00020872,,Theodore Moreno,Theodore,Male,Moreno,100,1427,100,,1
1984,Qtr 3,August,16,United States,22046,AW00022046,100,Jasmine Sanders,Jasmine,Female,Sanders,,210,100,1,
1984,Qtr 3,August,16,United States,24232,AW00024232,,Ryan Johnson,Ryan,Male,Johnson,100,205,100,,1
1984,Qtr 3,August,17,Australia,11453,AW00011453,,Stanley Malhotra,Stanley,Male,Malhotra,100,4891,100,,1
1984,Qtr 3,August,17,United Kingdom,16306,AW00016306,100,Kristine Romero,Kristine,Female,Romero,,18,100,1,
1984,Qtr 3,August,17,United States,22056,AW00022056,,Alex Howard,Alex,Male,Howard,100,22,100,,1
1984,Qtr 3,August,17,United States,29329,AW00029329,,Lucas Campbell,Lucas,Male,Campbell,100,12,,,1
1984,Qtr 3,August,20,Australia,20819,AW00020819,,Raymond Madan,Raymond,Male,Madan,100,1643,100,,1
1984,Qtr 3,August,20,Australia,22403,AW00022403,,Cedric Beck,Cedric,Male,Beck,100,44,,,1
1984,Qtr 3,August,20,Germany,29410,AW00029410,,Lucas Price,Lucas,Male,Price,100,1488,,,1
1984,Qtr 3,August,21,Australia,11367,AW00011367,,Calvin Nara,Calvin,Male,Nara,100,77,100,,1
1984,Qtr 3,August,21,Canada,25265,AW00025265,100,Hannah Smith,Hannah,Female,Smith,,57,100,1,
1984,Qtr 3,August,22,Australia,19265,AW00019265,,Dale Raji,Dale,Male,Raji,100,26,100,,1
1984,Qtr 3,August,26,United Kingdom,26865,AW00026865,100,Tabitha Martinez,Tabitha,Female,Martinez,,78,100,1,
1984,Qtr 3,August,26,United States,11015,AW00011015,100,Chloe Young,Chloe,Female,Young,,2518,100,1,
1984,Qtr 3,August,28,Australia,20158,AW00020158,,Rodney Blanco,Rodney,Male,Blanco,100,1672,100,,1
1984,Qtr 3,August,28,United States,13019,AW00013019,100,Destiny Murphy,Destiny,Female,Murphy,,3420,100,1,
1984,Qtr 3,August,29,Canada,18758,AW00018758,,Devin Price,Devin,Male,Price,100,160,100,,1
1984,Qtr 3,September,1,Canada,27739,AW00027739,100,Marie Moreno,Marie,Female,Moreno,,44,,1,
1984,Qtr 3,September,1,United States,29056,AW00029056,100,Angelica Griffin,Angelica,Female,Griffin,,1407,,1,
1984,Qtr 3,September,4,United Kingdom,13814,AW00013814,100,Sarah Walker,Sarah,Female,Walker,,205,100,1,
1984,Qtr 3,September,4,United Kingdom,16443,AW00016443,100,Dawn Gao,Dawn,Female,Gao,,89,100,1,
1984,Qtr 3,September,4,United Kingdom,21101,AW00021101,100,Meagan Perez,Meagan,Female,Perez,,20,100,1,
1984,Qtr 3,September,4,United States,13984,AW00013984,,Adrian Richardson,Adrian,Male,Richardson,100,1317,100,,1
1984,Qtr 3,September,5,Canada,19642,AW00019642,100,Kaylee Evans,Kaylee,Female,Evans,,179,100,1,
1984,Qtr 3,September,8,Australia,15645,AW00015645,,Javier Gill,Javier,Male,Gill,100,2573,100,,1
1984,Qtr 3,September,8,Australia,17914,AW00017914,,Phillip Suri,Phillip,Male,Suri,100,2435,100,,1
1984,Qtr 3,September,8,Germany,16441,AW00016441,,Jason Young,Jason,Male,Young,100,16,,,1
1984,Qtr 3,September,8,United Kingdom,22686,AW00022686,,Wayne Anand,Wayne,Male,Anand,100,1179,100,,1
1984,Qtr 3,September,8,United States,18359,AW00018359,100,Alexandria Bryant,Alexandria,Female,Bryant,,43,100,1,
1984,Qtr 3,September,8,United States,27742,AW00027742,,Devin Jones,Devin,Male,Jones,100,13,,,1
1984,Qtr 3,September,10,Australia,12576,AW00012576,,Walter Dominguez,Walter,Male,Dominguez,100,2174,100,,1
1984,Qtr 3,September,10,Australia,14130,AW00014130,100,Rebekah Serrano,Rebekah,Female,Serrano,,2592,100,1,
1984,Qtr 3,September,10,Australia,15130,AW00015130,,Roger Ma,Roger,Male,Ma,100,4661,100,,1
1984,Qtr 3,September,10,Australia,27871,AW00027871,100,Faith Cook,Faith,Female,Cook,,902,,1,
1984,Qtr 3,September,10,Germany,12731,AW00012731,,Steven Murphy,Steven,Male,Murphy,100,37,100,,1
1984,Qtr 3,September,15,Australia,25713,AW00025713,100,Latasha Gill,Latasha,Female,Gill,,846,100,1,
1984,Qtr 3,September,15,United States,23304,AW00023304,,Jordan Simmons,Jordan,Male,Simmons,100,23,100,,1
1984,Qtr 3,September,16,Australia,13626,AW00013626,,Johnathan Madan,Johnathan,Male,Madan,100,5304,100,,1
1984,Qtr 3,September,16,Australia,13954,AW00013954,,Eddie Ramos,Eddie,Male,Ramos,100,94,100,,1
1984,Qtr 3,September,16,Australia,25132,AW00025132,100,Lindsey Xie,Lindsey,Female,Xie,,3,,1,
1984,Qtr 3,September,16,France,19494,AW00019494,,Sergio Martinez,Sergio,Male,Martinez,100,4,100,,1
1984,Qtr 3,September,16,France,25619,AW00025619,,Rafael Raji,Rafael,Male,Raji,100,523,100,,1
1984,Qtr 3,September,16,Germany,26987,AW00026987,,Roy Lopez,Roy,Male,Lopez,100,1097,100,,1
1984,Qtr 3,September,16,United Kingdom,12289,AW00012289,,Joseph Taylor,Joseph,Male,Taylor,100,4789,100,,1
1984,Qtr 3,September,16,United States,18794,AW00018794,,Andrew Davis,Andrew,Male,Davis,100,687,100,,1
1984,Qtr 3,September,16,United States,22296,AW00022296,,Benjamin Johnson,Benjamin,Male,Johnson,100,112,100,,1
1984,Qtr 3,September,16,United States,28809,AW00028809,,Isaac Cooper,Isaac,Male,Cooper,100,16,,,1
1984,Qtr 3,September,17,Australia,11750,AW00011750,100,Latoya She,Latoya,Female,She,,4811,100,1,
1984,Qtr 3,September,17,Australia,14224,AW00014224,100,Tamara She,Tamara,Female,She,,4820,100,1,
1984,Qtr 3,September,17,Australia,22574,AW00022574,,Randy Zheng,Randy,Male,Zheng,100,44,,,1
1984,Qtr 3,September,17,France,15003,AW00015003,,Dennis Yang,Dennis,Male,Yang,100,1206,100,,1
1984,Qtr 3,September,17,Germany,17774,AW00017774,100,Brandi Gutierrez,Brandi,Female,Gutierrez,,17,100,1,
1984,Qtr 3,September,17,United Kingdom,12288,AW00012288,100,Sara Brooks,Sara,Female,Brooks,,119,100,1,
1984,Qtr 3,September,17,United States,23826,AW00023826,,Dalton Ross,Dalton,Male,Ross,100,20,100,,1
1984,Qtr 3,September,17,United States,27727,AW00027727,100,Chloe Hill,Chloe,Female,Hill,,4,100,1,
1984,Qtr 3,September,19,Australia,11357,AW00011357,,Ramon Ye,Ramon,Male,Ye,100,2190,100,,1
1984,Qtr 3,September,19,Australia,20996,AW00020996,,Keith Shan,Keith,Male,Shan,100,1622,100,,1
1984,Qtr 3,September,19,Australia,26920,AW00026920,,Jon Chen,Jon,Male,Chen,100,945,100,,1
1984,Qtr 3,September,19,United States,20307,AW00020307,100,Natalie Blue,Natalie,Female,Blue,,98,100,1,
1984,Qtr 3,September,19,United States,25908,AW00025908,100,Melissa Long,Melissa,Female,Long,,17,100,1,
1984,Qtr 3,September,22,Germany,23937,AW00023937,,Eddie Ruiz,Eddie,Male,Ruiz,100,72,100,,1
1984,Qtr 3,September,22,United States,14342,AW00014342,100,Beth Ruiz,Beth,Female,Ruiz,,1206,100,1,
1984,Qtr 3,September,22,United States,23006,AW00023006,,Seth Lee,Seth,Male,Lee,100,37,100,,1
1984,Qtr 3,September,22,United States,24226,AW00024226,,Brian Morris,Brian,Male,Morris,100,91,100,,1
1984,Qtr 3,September,23,Australia,24007,AW00024007,,Randy Huang,Randy,Male,Huang,100,1217,100,,1
1984,Qtr 3,September,23,Canada,23566,AW00023566,,Benjamin Shan,Benjamin,Male,Shan,100,1407,,,1
1984,Qtr 3,September,24,Canada,24493,AW00024493,,Seth Bennett,Seth,Male,Bennett,100,1407,,,1
1984,Qtr 3,September,28,Australia,12351,AW00012351,100,Cara Zhang,Cara,Female,Zhang,,130,100,1,
1984,Qtr 3,September,28,Australia,20814,AW00020814,100,Margaret Lu,Margaret,Female,Lu,,1624,100,1,
1984,Qtr 3,September,29,United Kingdom,16189,AW00016189,100,Amanda Hughes,Amanda,Female,Hughes,,164,100,1,
1984,Qtr 3,September,30,France,25654,AW00025654,100,Carla Malhotra,Carla,Female,Malhotra,,72,100,1,
1984,Qtr 3,September,30,United Kingdom,26895,AW00026895,100,Christine Shan,Christine,Female,Shan,,205,100,1,
1984,Qtr 3,September,30,United States,13979,AW00013979,100,Chloe Jenkins,Chloe,Female,Jenkins,,1317,100,1,
1984,Qtr 4,October,1,Australia,12675,AW00012675,100,Holly Fernandez,Holly,Female,Fernandez,,5235,100,1,
1984,Qtr 4,October,1,Germany,14827,AW00014827,,Ernest Xu,Ernest,Male,Xu,100,1854,100,,1
1984,Qtr 4,October,1,Germany,25758,AW00025758,100,Leslie Gutierrez,Leslie,Female,Gutierrez,,980,100,1,
1984,Qtr 4,October,1,United States,18478,AW00018478,,Eduardo Roberts,Eduardo,Male,Roberts,100,2432,100,,1
1984,Qtr 4,October,1,United States,20310,AW00020310,,Timothy Ramirez,Timothy,Male,Ramirez,100,1047,100,,1
1984,Qtr 4,October,1,United States,24492,AW00024492,,Devin Lopez,Devin,Male,Lopez,100,359,100,,1
1984,Qtr 4,October,2,Australia,15129,AW00015129,100,Jennifer Patterson,Jennifer,Female,Patterson,,4608,100,1,
1984,Qtr 4,October,2,Australia,26435,AW00026435,100,Yolanda Goel,Yolanda,Female,Goel,,1780,100,1,
1984,Qtr 4,October,2,Australia,26917,AW00026917,,Roberto Dominguez,Roberto,Male,Dominguez,100,946,100,,1
1984,Qtr 4,October,2,Canada,18320,AW00018320,,Luis Jai,Luis,Male,Jai,100,175,100,,1
1984,Qtr 4,October,2,France,20925,AW00020925,100,Kristin Xu,Kristin,Female,Xu,,43,100,1,
1984,Qtr 4,October,2,United Kingdom,28735,AW00028735,100,Kimberly Morgan,Kimberly,Female,Morgan,,924,100,1,
1984,Qtr 4,October,2,United States,28090,AW00028090,,Edward Walker,Edward,Male,Walker,100,72,100,,1
1984,Qtr 4,October,4,Australia,22580,AW00022580,100,Alexis Long,Alexis,Female,Long,,1141,100,1,
1984,Qtr 4,October,4,Canada,22026,AW00022026,100,Bridget Kennedy,Bridget,Female,Kennedy,,72,100,1,
1984,Qtr 4,October,4,France,26975,AW00026975,100,Janet Ward,Janet,Female,Ward,,299,100,1,
1984,Qtr 4,October,9,Australia,20813,AW00020813,,Michael Rothkugel,Michael,Male,Rothkugel,100,100,100,,1
1984,Qtr 4,October,9,Australia,24904,AW00024904,100,Jaclyn Yuan,Jaclyn,Female,Yuan,,1889,100,1,
1984,Qtr 4,October,9,Germany,14698,AW00014698,100,Diane Navarro,Diane,Female,Navarro,,39,100,1,
1984,Qtr 4,October,9,United States,23824,AW00023824,,Edward Carter,Edward,Male,Carter,100,91,100,,1
1984,Qtr 4,October,11,Australia,20993,AW00020993,,Mitchell Xie,Mitchell,Male,Xie,100,1692,100,,1
1984,Qtr 4,October,11,United States,28087,AW00028087,100,Maria Simmons,Maria,Female,Simmons,,4,100,1,
1984,Qtr 4,October,16,Australia,12353,AW00012353,,Joe Ramos,Joe,Male,Ramos,100,5195,100,,1
1984,Qtr 4,October,16,Australia,23996,AW00023996,,Richard Lee,Richard,Male,Lee,100,1936,100,,1
1984,Qtr 4,October,16,Canada,15864,AW00015864,100,Lauren Bailey,Lauren,Female,Bailey,,113,100,1,
1984,Qtr 4,October,16,Canada,16491,AW00016491,,Christian Garcia,Christian,Male,Garcia,100,2716,100,,1
1984,Qtr 4,October,16,Canada,20441,AW00020441,100,Abigail Henderson,Abigail,Female,Henderson,,72,100,1,
1984,Qtr 4,October,16,Canada,23350,AW00023350,100,Natalie Thomas,Natalie,Female,Thomas,,37,100,1,
1984,Qtr 4,October,16,United Kingdom,22518,AW00022518,100,Jillian Sai,Jillian,Female,Sai,,687,100,1,
1984,Qtr 4,October,16,United States,15429,AW00015429,,Aaron Li,Aaron,Male,Li,100,3186,100,,1
1984,Qtr 4,October,16,United States,15750,AW00015750,100,Kaitlin Martinez,Kaitlin,Female,Martinez,,3124,100,1,
1984,Qtr 4,October,21,Australia,12586,AW00012586,100,Kellie Hernandez,Kellie,Female,Hernandez,,2163,100,1,
1984,Qtr 4,October,21,France,21099,AW00021099,100,Sandra Liu,Sandra,Female,Liu,,13,,1,
1984,Qtr 4,October,21,United States,13985,AW00013985,100,Alexis Wood,Alexis,Female,Wood,,20,100,1,
1984,Qtr 4,October,21,United States,14098,AW00014098,100,Allison Lopez,Allison,Female,Lopez,,1163,100,1,
1984,Qtr 4,October,23,United Kingdom,19497,AW00019497,,Raul She,Raul,Male,She,100,19,100,,1
1984,Qtr 4,October,23,United States,15423,AW00015423,,Jack Long,Jack,Male,Long,100,3,,,1
1984,Qtr 4,October,23,United States,24223,AW00024223,100,Abigail Alexander,Abigail,Female,Alexander,,20,100,1,
1984,Qtr 4,October,25,Canada,24501,AW00024501,100,Victoria Garcia,Victoria,Female,Garcia,,1407,,1,
1984,Qtr 4,October,25,United States,11016,AW00011016,,Wyatt Hill,Wyatt,Male,Hill,100,2401,100,,1
1984,Qtr 4,October,25,United States,20281,AW00020281,,Karl Xie,Karl,Male,Xie,100,1125,100,,1
1984,Qtr 4,October,25,United States,28088,AW00028088,,Marshall Lal,Marshall,Male,Lal,100,1407,,,1
1984,Qtr 4,October,28,United States,15428,AW00015428,,Richard Howard,Richard,Male,Howard,100,1142,100,,1
1984,Qtr 4,October,29,Australia,13625,AW00013625,,Jason Campbell,Jason,Male,Campbell,100,5348,100,,1
1984,Qtr 4,October,29,United States,12033,AW00012033,100,Kristen Guo,Kristen,Female,Guo,,3811,100,1,
1984,Qtr 4,October,29,United States,13072,AW00013072,100,Emma Rogers,Emma,Female,Rogers,,97,100,1,
1984,Qtr 4,October,29,United States,16018,AW00016018,100,Emma Henderson,Emma,Female,Henderson,,126,100,1,
1984,Qtr 4,October,29,United States,16737,AW00016737,100,Steven Selikoff,Steven,Female,Selikoff,,3,,1,
1984,Qtr 4,October,29,United States,27462,AW00027462,,Xavier Rodriguez,Xavier,Male,Rodriguez,100,22,100,,1
1984,Qtr 4,October,29,United States,27917,AW00027917,100,Andrea Sanders,Andrea,Female,Sanders,,1407,,1,
1984,Qtr 4,October,31,France,19495,AW00019495,,Francis Gill,Francis,Male,Gill,100,72,100,,1
1984,Qtr 4,November,1,Germany,22685,AW00022685,100,Barbara Ma,Barbara,Female,Ma,,281,100,1,
1984,Qtr 4,November,1,United States,26541,AW00026541,100,Alexis Butler,Alexis,Female,Butler,,16,,1,
1984,Qtr 4,November,3,Australia,24005,AW00024005,,Julio Jimenez,Julio,Male,Jimenez,100,1987,100,,1
1984,Qtr 4,November,3,Germany,26212,AW00026212,100,Summer Martinez,Summer,Female,Martinez,,14,100,1,
1984,Qtr 4,November,3,United States,15827,AW00015827,100,Danielle Ward,Danielle,Female,Ward,,1068,100,1,
1984,Qtr 4,November,8,Germany,22516,AW00022516,100,Adrienne Ortega,Adrienne,Female,Ortega,,3,,1,
1984,Qtr 4,November,8,United States,16017,AW00016017,,Jeremy Ramirez,Jeremy,Male,Ramirez,100,37,100,,1
1984,Qtr 4,November,8,United States,29334,AW00029334,100,Paige Howard,Paige,Female,Howard,,1407,,1,
1984,Qtr 4,November,11,Australia,24171,AW00024171,,Jarrod Chandra,Jarrod,Male,Chandra,100,1138,100,,1
1984,Qtr 4,November,11,United Kingdom,26866,AW00026866,100,Jada Allen,Jada,Female,Allen,,266,100,1,
1984,Qtr 4,November,12,France,23962,AW00023962,100,Sandra Yang,Sandra,Female,Yang,,18,,1,
1984,Qtr 4,November,12,United Kingdom,12729,AW00012729,,Jose Perry,Jose,Male,Perry,100,31,100,,1
1984,Qtr 4,November,12,United States,11970,AW00011970,100,Bailey Collins,Bailey,Female,Collins,,163,100,1,
1984,Qtr 4,November,19,Australia,29452,AW00029452,100,Meredith Romero,Meredith,Female,Romero,,281,,1,
1984,Qtr 4,November,20,United States,24233,AW00024233,100,Jada Parker,Jada,Female,Parker,,205,100,1,
1984,Qtr 4,November,21,Australia,20153,AW00020153,100,Diane Sanz,Diane,Female,Sanz,,12,100,1,
1984,Qtr 4,November,21,Australia,25820,AW00025820,,Adam Evans,Adam,Male,Evans,100,78,100,,1
1984,Qtr 4,November,21,Canada,15175,AW00015175,100,Kristi Malhotra,Kristi,Female,Malhotra,,3390,100,1,
1984,Qtr 4,November,21,Canada,21400,AW00021400,,Adam Campbell,Adam,Male,Campbell,100,2151,100,,1
1984,Qtr 4,November,21,Germany,21051,AW00021051,100,Sabrina Alonso,Sabrina,Female,Alonso,,1028,100,1,
1984,Qtr 4,November,21,United States,29111,AW00029111,,Dale Anand,Dale,Male,Anand,100,1731,100,,1
1984,Qtr 4,November,22,Australia,24174,AW00024174,,Keith Chander,Keith,Male,Chander,100,1120,100,,1
1984,Qtr 4,November,22,Australia,27973,AW00027973,,Randall Serrano,Randall,Male,Serrano,100,196,,,1
1984,Qtr 4,November,22,Canada,12032,AW00012032,,Tyler Taylor,Tyler,Male,Taylor,100,335,100,,1
1984,Qtr 4,November,22,United Kingdom,25682,AW00025682,100,Cheryl Ramos,Cheryl,Female,Ramos,,72,100,1,
1984,Qtr 4,November,22,United States,16726,AW00016726,,Miguel Wood,Miguel,Male,Wood,100,4,100,,1
1984,Qtr 4,November,29,Germany,26864,AW00026864,100,Christine Sutton,Christine,Female,Sutton,,472,100,1,
1984,Qtr 4,December,1,Australia,15029,AW00015029,,Alejandro Ye,Alejandro,Male,Ye,100,2536,100,,1
1984,Qtr 4,December,1,Australia,20159,AW00020159,,Ernest Zhu,Ernest,Male,Zhu,100,1681,100,,1
1984,Qtr 4,December,1,Canada,28346,AW00028346,,Eduardo Russell,Eduardo,Male,Russell,100,72,100,,1
1984,Qtr 4,December,2,Australia,19958,AW00019958,100,Erika Romero,Erika,Female,Romero,,3673,100,1,
1984,Qtr 4,December,2,Canada,22027,AW00022027,,Franklin Luo,Franklin,Male,Luo,100,37,100,,1
1984,Qtr 4,December,2,United States,25909,AW00025909,,Chase James,Chase,Male,James,100,2027,100,,1
1984,Qtr 4,December,6,Australia,11365,AW00011365,100,Brittney Sun,Brittney,Female,Sun,,2172,100,1,
1984,Qtr 4,December,6,France,22515,AW00022515,100,Alexa Morris,Alexa,Female,Morris,,205,100,1,
1984,Qtr 4,December,9,Canada,16506,AW00016506,100,Catherine Murphy,Catherine,Female,Murphy,,78,100,1,
1984,Qtr 4,December,9,France,17973,AW00017973,,Johnathan Rodriguez,Johnathan,Male,Rodriguez,100,1285,100,,1
1984,Qtr 4,December,9,Germany,12799,AW00012799,,George Chandra,George,Male,Chandra,100,72,100,,1
1984,Qtr 4,December,9,Germany,16475,AW00016475,,Kurt Anand,Kurt,Male,Anand,100,4044,100,,1
1984,Qtr 4,December,9,Germany,27823,AW00027823,100,Joan Gao,Joan,Female,Gao,,1106,100,1,
1984,Qtr 4,December,9,United Kingdom,16329,AW00016329,100,Jamie Ye,Jamie,Female,Ye,,1310,100,1,
1984,Qtr 4,December,9,United Kingdom,20929,AW00020929,,Darryl Zeng,Darryl,Male,Zeng,100,23,100,,1
1984,Qtr 4,December,9,United States,15424,AW00015424,100,Rebecca Hill,Rebecca,Female,Hill,,20,100,1,
1984,Qtr 4,December,9,United States,16751,AW00016751,,Aaron Scott,Aaron,Male,Scott,100,2322,100,,1
1984,Qtr 4,December,9,United States,23338,AW00023338,,Lucas Jenkins,Lucas,Male,Jenkins,100,213,100,,1
1984,Qtr 4,December,11,Australia,20820,AW00020820,100,Kathleen Rubio,Kathleen,Female,Rubio,,1619,100,1,
1984,Qtr 4,December,11,United States,24227,AW00024227,100,Sara Phillips,Sara,Female,Phillips,,22,100,1,
1984,Qtr 4,December,12,Canada,22983,AW00022983,100,Maria Bennett,Maria,Female,Bennett,,4,100,1,
1984,Qtr 4,December,12,United Kingdom,25500,AW00025500,100,Janelle Lopez,Janelle,Female,Lopez,,1082,100,1,
1984,Qtr 4,December,13,Germany,20927,AW00020927,100,Tammy Martinez,Tammy,Female,Martinez,,111,100,1,
1984,Qtr 4,December,13,United States,23302,AW00023302,,Fernando Walker,Fernando,Male,Walker,100,205,100,,1
1984,Qtr 4,December,20,Australia,19956,AW00019956,100,Susan She,Susan,Female,She,,3676,100,1,
1984,Qtr 4,December,20,Australia,21558,AW00021558,100,Nicole Coleman,Nicole,Female,Coleman,,3189,100,1,
1984,Qtr 4,December,20,Germany,21100,AW00021100,100,Sandra Zhang,Sandra,Female,Zhang,,1115,100,1,
1984,Qtr 4,December,20,Germany,25306,AW00025306,,Glenn Zeng,Glenn,Male,Zeng,100,661,100,,1
1984,Qtr 4,December,20,Germany,26038,AW00026038,100,Nicole Flores,Nicole,Female,Flores,,999,100,1,
1984,Qtr 4,December,21,Australia,12585,AW00012585,,Ian Martinez,Ian,Male,Martinez,100,2152,100,,1
1984,Qtr 4,December,23,Australia,25705,AW00025705,,Levi Prasad,Levi,Male,Prasad,100,837,100,,1
1984,Qtr 4,December,23,Germany,12728,AW00012728,,Jeremiah Stewart,Jeremiah,Male,Stewart,100,37,100,,1
1984,Qtr 4,December,24,n/a,21388,AW00021388,100,Nicole Lee,Nicole,Female,Lee,,1091,100,1,
1984,Qtr 4,December,29,Canada,29341,AW00029341,,Lucas Stewart,Lucas,Male,Stewart,100,87,100,,1
1984,Qtr 4,December,29,Germany,11595,AW00011595,,Sebastian Howard,Sebastian,Male,Howard,100,69,100,,1
1984,Qtr 4,December,29,United Kingdom,14974,AW00014974,,K. Saravan,K.,Male,Saravan,100,169,100,,1
1984,Qtr 4,December,30,Germany,24130,AW00024130,100,Tanya Navarro,Tanya,Female,Navarro,,81,100,1,
1984,Qtr 4,December,30,United States,15023,AW00015023,,Juan Watson,Juan,Male,Watson,100,3004,100,,1
1985,Qtr 1,January,1,Australia,16522,AW00016522,100,Casey Pal,Casey,Female,Pal,,2435,100,1,
1985,Qtr 1,January,1,Canada,19646,AW00019646,,Ian Lee,Ian,Male,Lee,100,219,100,,1
1985,Qtr 1,January,6,Australia,15575,AW00015575,,Alvin Ye,Alvin,Male,Ye,100,2299,100,,1
1985,Qtr 1,January,6,Australia,20997,AW00020997,100,Joanna Ashe,Joanna,Female,Ashe,,1936,100,1,
1985,Qtr 1,January,6,Australia,24376,AW00024376,,Tommy Black,Tommy,Male,Black,100,3,,,1
1985,Qtr 1,January,6,Canada,11078,AW00011078,100,Gina Martin,Gina,Female,Martin,,751,100,1,
1985,Qtr 1,January,6,France,16393,AW00016393,,Xavier Edwards,Xavier,Male,Edwards,100,4734,100,,1
1985,Qtr 1,January,6,United States,13014,AW00013014,,James Clark,James,Male,Clark,100,169,100,,1
1985,Qtr 1,January,6,United States,14615,AW00014615,100,Audrey Dominguez,Audrey,Female,Dominguez,,21,100,1,
1985,Qtr 1,January,6,United States,15422,AW00015422,100,Kelly Griffin,Kelly,Female,Griffin,,1200,100,1,
1985,Qtr 1,January,6,United States,18817,AW00018817,100,Brittany Russell,Brittany,Female,Russell,,2427,100,1,
1985,Qtr 1,January,6,United States,25282,AW00025282,,Gabriel Perez,Gabriel,Male,Perez,100,21,,,1
1985,Qtr 1,January,6,United States,26697,AW00026697,,Manuel Arun,Manuel,Male,Arun,100,18,,,1
1985,Qtr 1,January,6,United States,28071,AW00028071,,Trevor Ross,Trevor,Male,Ross,100,2318,100,,1
1985,Qtr 1,January,11,Australia,13518,AW00013518,,Brendan Goldstein,Brendan,Male,Goldstein,100,2158,100,,1
1985,Qtr 1,January,11,United States,17369,AW00017369,,Ethan Brown,Ethan,Male,Brown,100,4,100,,1
1985,Qtr 1,January,12,Australia,20992,AW00020992,,Julio Serrano,Julio,Male,Serrano,100,1616,100,,1
1985,Qtr 1,January,12,United States,28085,AW00028085,,Jeremiah Evans,Jeremiah,Male,Evans,100,3,,,1
1985,Qtr 1,January,14,Australia,27870,AW00027870,,Ryan Davis,Ryan,Male,Davis,100,971,100,,1
1985,Qtr 1,January,14,France,20926,AW00020926,,Jeffery Guo,Jeffery,Male,Guo,100,1028,100,,1
1985,Qtr 1,January,18,Australia,29462,AW00029462,,Clinton Hernandez,Clinton,Male,Hernandez,100,399,100,,1
1985,Qtr 1,January,18,Germany,14973,AW00014973,100,Alicia Jai,Alicia,Female,Jai,,19,100,1,
1985,Qtr 1,January,18,Germany,18036,AW00018036,,Bruce Sanchez,Bruce,Male,Sanchez,100,16,,,1
1985,Qtr 1,January,18,United States,13154,AW00013154,,Aaron Lal,Aaron,Male,Lal,100,2387,100,,1
1985,Qtr 1,January,18,United States,23568,AW00023568,100,Paige Diaz,Paige,Female,Diaz,,213,100,1,
1985,Qtr 1,January,18,United States,29050,AW00029050,,Jack Russell,Jack,Male,Russell,100,100,100,,1
1985,Qtr 1,January,20,Australia,16524,AW00016524,,Damien Huang,Damien,Male,Huang,100,2504,100,,1
1985,Qtr 1,January,20,United States,14343,AW00014343,,Xavier Turner,Xavier,Male,Turner,100,1181,100,,1
